MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,IS_URBAN,IS_XBORDER,SELF_REPORTED_ASMT,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,OWN_REAL_ESTATE,PROP_UNKN,ESTABLISHED_MONTH,OTHER_INSTALL_PLAN,RENT,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,BRANCHES,TELEPHONE,SHIP_INTERNATIONAL,IS_DEFAULT
643,"NONE",15,"EXISTING CREDITS PAID BACK","EDUCATION",4623,"100 to 500 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",40,"NO","NO","YES",1,4,1,"YES","NO","Yes"
644,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",1851,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","YES","NO","YES","2 to 3 YRS","NO","NO",33,"NO","NO","YES",2,3,1,"YES","NO","No"
645,"0 USD",18,"CRITICAL ACCOUNT","ELECTRONICS",1880,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","YES","NO","NO","1 to 2 YRS","NO","NO",32,"NO","NO","YES",2,4,1,"YES","NO","No"
646,"NONE",36,"DELAY IN PAST","RETRAINING",7980,"UNKNOWN/NONE","up to 1 YR","NY","NO","YES","NO","NO","NO","4","NO","NO",27,"NO","YES","NO",2,3,1,"YES","NO","Yes"
647,"0 USD",30,"NONE TAKEN","FURNITURE",4583,"up to 100 K USD","1 to 4 YRS","NJ","YES","NO","NO","NO","YES","2 to 3 YRS","YES","NO",32,"NO","NO","YES",2,3,1,"NO","NO","No"
648,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",1386,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",1,3,1,"NO","NO","Yes"
649,"above 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",947,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",38,"YES","NO","NO",1,3,2,"NO","NO","Yes"
650,"0 USD",12,"EXISTING CREDITS PAID BACK","EDUCATION",684,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",40,"NO","YES","NO",1,2,2,"NO","NO","Yes"
651,"0 USD",48,"EXISTING CREDITS PAID BACK","EDUCATION",7476,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","YES",50,"NO","NO","NO",1,4,1,"YES","NO","No"
652,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1922,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",37,"NO","NO","YES",1,2,1,"NO","NO","Yes"
653,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",2303,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","YES","NO","1 to 2 YRS","YES","NO",45,"NO","NO","YES",1,3,1,"NO","NO","Yes"
654,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",8086,"100 to 500 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",42,"NO","NO","YES",4,4,1,"YES","NO","Yes"
655,"NONE",24,"CRITICAL ACCOUNT","USED CAR",2346,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",35,"NO","NO","YES",2,3,1,"YES","NO","No"
656,"0 USD",14,"EXISTING CREDITS PAID BACK","NEW CAR",3973,"up to 100 K USD","TBD","PA","NO","YES","NO","NO","NO","4","NO","YES",22,"NO","NO","NO",1,3,1,"NO","NO","No"
657,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",888,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",41,"YES","NO","YES",1,2,2,"NO","NO","Yes"
658,"NONE",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",10222,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",37,"YES","NO","YES",1,3,1,"YES","NO","No"
659,"0 to 200 USD",30,"NONE TAKEN","RETRAINING",4221,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",28,"NO","NO","YES",2,3,1,"NO","NO","No"
660,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",6361,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","1 to 2 YRS","NO","YES",41,"NO","NO","YES",1,3,1,"YES","NO","No"
661,"above 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1297,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","YES","NO","NO","4","YES","NO",23,"NO","YES","NO",1,3,1,"NO","NO","No"
662,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",900,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",23,"NO","NO","YES",1,3,1,"NO","NO","Yes"
663,"NONE",21,"EXISTING CREDITS PAID BACK","FURNITURE",2241,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",50,"NO","NO","YES",2,3,1,"NO","NO","No"
664,"0 to 200 USD",6,"DELAY IN PAST","FURNITURE",1050,"up to 100 K USD","TBD","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",35,"YES","NO","YES",2,4,1,"YES","NO","No"
665,"above 200 USD",6,"CRITICAL ACCOUNT","EDUCATION",1047,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","4","NO","NO",50,"NO","NO","YES",1,2,1,"NO","NO","No"
666,"NONE",24,"CRITICAL ACCOUNT","OTHER",6314,"up to 100 K USD","TBD","NY","NO","YES","NO","YES","NO","2 to 3 YRS","NO","YES",27,"YES","NO","YES",2,4,1,"YES","NO","No"
667,"0 to 200 USD",30,"ALL CREDITS PAID BACK","FURNITURE",3496,"above 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",34,"YES","NO","YES",1,3,2,"YES","NO","No"
668,"NONE",48,"ALL CREDITS PAID BACK","RETRAINING",3609,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",27,"YES","NO","YES",1,3,1,"NO","NO","No"
669,"0 USD",12,"CRITICAL ACCOUNT","NEW CAR",4843,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","YES","NO","4","NO","NO",43,"NO","YES","NO",2,3,1,"YES","NO","Yes"
670,"above 200 USD",30,"CRITICAL ACCOUNT","ELECTRONICS",3017,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",47,"NO","NO","YES",1,3,1,"NO","NO","No"
671,"NONE",24,"CRITICAL ACCOUNT","RETRAINING",4139,"100 to 500 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",27,"NO","NO","YES",2,2,1,"YES","NO","No"
672,"NONE",36,"EXISTING CREDITS PAID BACK","RETRAINING",5742,"100 to 500 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",31,"NO","NO","YES",2,3,1,"YES","NO","No"
673,"NONE",60,"EXISTING CREDITS PAID BACK","NEW CAR",10366,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",42,"NO","NO","YES",1,4,1,"YES","NO","No"
674,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",2080,"500 to 1000 K USD","1 to 4 YRS","PA","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",24,"NO","NO","YES",1,3,1,"NO","NO","No"
675,"NONE",21,"DELAY IN PAST","RETRAINING",2580,"500 to 1000 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",41,"YES","NO","YES",1,2,2,"NO","NO","Yes"
676,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",4530,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","YES","NO",1,4,1,"YES","NO","No"
677,"NONE",24,"CRITICAL ACCOUNT","FURNITURE",5150,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",33,"NO","NO","YES",1,3,1,"YES","NO","No"
678,"0 to 200 USD",72,"EXISTING CREDITS PAID BACK","ELECTRONICS",5595,"100 to 500 K USD","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",24,"NO","NO","YES",1,3,1,"NO","NO","Yes"
679,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2384,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",64,"YES","YES","NO",1,2,1,"NO","NO","No"
680,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1453,"up to 100 K USD","up to 1 YR","CT","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",26,"NO","NO","YES",1,3,1,"NO","NO","No"
681,"NONE",6,"EXISTING CREDITS PAID BACK","EDUCATION",1538,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","YES",56,"NO","NO","YES",1,3,1,"NO","NO","No"
682,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2279,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",37,"NO","NO","NO",1,3,1,"YES","NO","No"
683,"NONE",15,"DELAY IN PAST","ELECTRONICS",1478,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","above 4 YRS","YES","NO",33,"YES","NO","YES",2,3,1,"NO","NO","No"
684,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",5103,"up to 100 K USD","up to 1 YR","CT","NO","NO","YES","NO","NO","above 4 YRS","NO","YES",47,"NO","NO","NO",3,3,1,"YES","NO","No"
685,"0 to 200 USD",36,"DELAY IN PAST","RETRAINING",9857,"100 to 500 K USD","4 to 7 YRS","PA","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",31,"NO","NO","YES",2,2,2,"YES","NO","No"
686,"NONE",60,"EXISTING CREDITS PAID BACK","NEW CAR",6527,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",34,"NO","NO","NO",1,3,2,"YES","NO","No"
687,"above 200 USD",10,"CRITICAL ACCOUNT","ELECTRONICS",1347,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",27,"NO","NO","YES",2,3,1,"YES","NO","No"
688,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",2862,"100 to 500 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",30,"NO","NO","NO",1,3,1,"NO","NO","No"
689,"NONE",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2753,"100 to 500 K USD","above 7 YRS","CT","NO","YES","NO","YES","NO","4","NO","NO",35,"NO","NO","YES",1,3,1,"YES","NO","No"
690,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",3651,"above 1000 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",31,"NO","NO","YES",1,3,2,"NO","NO","No"
691,"0 USD",15,"CRITICAL ACCOUNT","FURNITURE",975,"up to 100 K USD","1 to 4 YRS","NJ","YES","NO","NO","NO","NO","above 4 YRS","NO","NO",25,"NO","NO","YES",2,3,1,"NO","NO","No"
692,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","OTHER",2631,"100 to 500 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",25,"NO","NO","YES",1,2,1,"NO","NO","No"
693,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2896,"100 to 500 K USD","up to 1 YR","NJ","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",29,"NO","NO","YES",1,3,1,"NO","NO","No"
694,"0 USD",6,"CRITICAL ACCOUNT","NEW CAR",4716,"UNKNOWN/NONE","up to 1 YR","PA","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",44,"NO","NO","YES",2,2,2,"NO","NO","No"
695,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2284,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",28,"NO","NO","YES",1,3,1,"YES","NO","No"
696,"NONE",6,"EXISTING CREDITS PAID BACK","USED CAR",1236,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",50,"NO","YES","NO",1,3,1,"NO","NO","No"
697,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1103,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","YES","above 4 YRS","YES","NO",29,"NO","NO","YES",2,3,1,"NO","YES","No"
698,"NONE",12,"CRITICAL ACCOUNT","NEW CAR",926,"up to 100 K USD","TBD","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",38,"NO","NO","YES",1,1,1,"NO","NO","No"
699,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",1800,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",24,"NO","NO","YES",2,3,1,"NO","NO","No"
700,"above 200 USD",15,"EXISTING CREDITS PAID BACK","EDUCATION",1905,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",40,"NO","YES","NO",1,4,1,"YES","NO","No"
701,"NONE",12,"EXISTING CREDITS PAID BACK","FURNITURE",1123,"500 to 1000 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",29,"NO","YES","NO",1,2,1,"NO","NO","Yes"
702,"0 USD",48,"CRITICAL ACCOUNT","USED CAR",6331,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",46,"NO","NO","NO",2,3,1,"YES","NO","Yes"
703,"above 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1377,"100 to 500 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","YES",47,"NO","NO","NO",1,3,1,"YES","NO","No"
704,"0 to 200 USD",30,"DELAY IN PAST","RETRAINING",2503,"100 to 500 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",41,"YES","NO","YES",2,3,1,"NO","NO","No"
705,"0 to 200 USD",27,"EXISTING CREDITS PAID BACK","RETRAINING",2528,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",32,"NO","NO","YES",1,3,2,"YES","NO","No"
706,"NONE",15,"EXISTING CREDITS PAID BACK","NEW CAR",5324,"500 to 1000 K USD","above 7 YRS","PA","NO","NO","NO","NO","NO","4","NO","YES",35,"NO","NO","NO",1,3,1,"NO","NO","No"
707,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","NEW CAR",6560,"100 to 500 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",24,"NO","NO","YES",1,3,1,"NO","NO","Yes"
708,"0 to 200 USD",12,"NONE TAKEN","FURNITURE",2969,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",25,"NO","YES","NO",2,3,1,"NO","NO","Yes"
709,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1206,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","YES","NO",25,"NO","NO","YES",1,3,1,"NO","NO","No"
710,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2118,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",37,"NO","NO","YES",1,2,2,"NO","NO","No"
711,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",629,"500 to 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",32,"YES","NO","YES",2,4,1,"YES","NO","No"
712,"0 USD",6,"ALL CREDITS PAID BACK","EDUCATION",1198,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","YES",35,"NO","NO","NO",1,3,1,"NO","NO","Yes"
713,"NONE",21,"EXISTING CREDITS PAID BACK","USED CAR",2476,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",46,"NO","NO","YES",1,4,1,"YES","NO","No"
714,"0 USD",9,"CRITICAL ACCOUNT","ELECTRONICS",1138,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",25,"NO","NO","YES",2,2,1,"NO","NO","No"
715,"0 to 200 USD",60,"EXISTING CREDITS PAID BACK","NEW CAR",14027,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","YES",27,"NO","NO","YES",1,4,1,"YES","NO","Yes"
716,"NONE",30,"CRITICAL ACCOUNT","USED CAR",7596,"UNKNOWN/NONE","above 7 YRS","PA","NO","YES","NO","NO","NO","4","NO","NO",63,"NO","NO","YES",2,3,1,"NO","NO","No"
717,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",3077,"UNKNOWN/NONE","above 7 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",40,"NO","NO","YES",2,3,2,"YES","NO","No"
718,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1505,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","YES",32,"NO","NO","NO",1,4,1,"YES","NO","No"
719,"above 200 USD",24,"CRITICAL ACCOUNT","ELECTRONICS",3148,"UNKNOWN/NONE","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",31,"NO","NO","YES",2,3,1,"YES","NO","No"
720,"0 to 200 USD",20,"NONE TAKEN","USED CAR",6148,"100 to 500 K USD","above 7 YRS","CT","NO","NO","YES","NO","NO","4","NO","NO",31,"YES","NO","YES",2,3,1,"YES","NO","No"
721,"above 200 USD",9,"NONE TAKEN","ELECTRONICS",1337,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",34,"NO","NO","YES",2,4,1,"YES","NO","Yes"
722,"0 to 200 USD",6,"ALL CREDITS PAID BACK","EDUCATION",433,"above 1000 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",24,"YES","YES","NO",1,3,2,"NO","NO","Yes"
723,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1228,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",24,"NO","NO","YES",1,2,1,"NO","NO","Yes"
724,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",790,"500 to 1000 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","YES","NO",66,"NO","NO","YES",1,2,1,"NO","NO","No"
725,"NONE",27,"EXISTING CREDITS PAID BACK","NEW CAR",2570,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","above 4 YRS","YES","NO",21,"NO","YES","NO",1,3,1,"NO","NO","Yes"
726,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",250,"above 1000 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",41,"YES","NO","YES",2,2,1,"NO","NO","No"
727,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1316,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",47,"NO","NO","YES",2,2,1,"NO","NO","No"
728,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1882,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",25,"YES","YES","NO",2,3,1,"NO","NO","Yes"
729,"0 to 200 USD",48,"ALL CREDITS PAID BACK","RETRAINING",6416,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","YES",59,"NO","YES","NO",1,3,1,"NO","NO","Yes"
730,"above 200 USD",24,"CRITICAL ACCOUNT","RETRAINING",1275,"above 1000 K USD","1 to 4 YRS","NJ","YES","NO","NO","NO","NO","4","YES","NO",36,"NO","NO","YES",2,3,1,"YES","NO","No"
731,"0 to 200 USD",24,"DELAY IN PAST","ELECTRONICS",6403,"up to 100 K USD","up to 1 YR","PA","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",33,"NO","NO","YES",1,3,1,"NO","NO","No"
732,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1987,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","4","YES","NO",21,"NO","YES","NO",1,2,2,"NO","NO","Yes"
733,"0 to 200 USD",8,"EXISTING CREDITS PAID BACK","ELECTRONICS",760,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","NO","NO","YES","2 to 3 YRS","YES","NO",44,"NO","NO","YES",1,2,1,"NO","NO","No"
734,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2603,"above 1000 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","4","NO","NO",28,"NO","YES","NO",1,3,1,"YES","NO","No"
735,"NONE",4,"CRITICAL ACCOUNT","NEW CAR",3380,"up to 100 K USD","4 to 7 YRS","PA","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",37,"NO","NO","YES",1,3,2,"NO","NO","No"
736,"0 to 200 USD",36,"ALL CREDITS PAID BACK","OTHER",3990,"UNKNOWN/NONE","up to 1 YR","CT","NO","NO","NO","NO","NO","2 to 3 YRS","NO","YES",29,"YES","NO","YES",1,1,1,"NO","NO","No"
737,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",11560,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","YES","NO",2,4,1,"NO","NO","Yes"
738,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",4380,"100 to 500 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","4","NO","NO",35,"NO","NO","YES",1,2,2,"YES","NO","No"
739,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",6761,"up to 100 K USD","4 to 7 YRS","PA","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",45,"NO","NO","YES",2,4,2,"YES","NO","No"
740,"0 to 200 USD",30,"NONE TAKEN","RETRAINING",4280,"100 to 500 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","YES","NO",2,2,1,"NO","NO","Yes"
741,"0 USD",24,"ALL CREDITS PAID BACK","NEW CAR",2325,"100 to 500 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",32,"YES","NO","YES",1,3,1,"NO","NO","No"
742,"0 to 200 USD",10,"ALL CREDITS PAID BACK","ELECTRONICS",1048,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",23,"YES","NO","YES",1,2,1,"NO","NO","No"
743,"NONE",21,"EXISTING CREDITS PAID BACK","ELECTRONICS",3160,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",41,"NO","NO","YES",1,3,1,"YES","NO","No"
744,"0 USD",24,"ALL CREDITS PAID BACK","FURNITURE",2483,"500 to 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",22,"YES","NO","YES",1,3,1,"YES","NO","No"
745,"0 USD",39,"CRITICAL ACCOUNT","FURNITURE",14179,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",30,"NO","NO","YES",2,4,1,"YES","NO","No"
746,"0 USD",13,"CRITICAL ACCOUNT","RETRAINING",1797,"up to 100 K USD","up to 1 YR","CT","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",28,"YES","NO","YES",2,2,1,"NO","NO","No"
747,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",2511,"up to 100 K USD","TBD","PA","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","YES","NO",1,3,1,"NO","NO","No"
748,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1274,"up to 100 K USD","up to 1 YR","CT","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",37,"NO","NO","YES",1,2,1,"NO","NO","Yes"
749,"NONE",21,"EXISTING CREDITS PAID BACK","USED CAR",5248,"UNKNOWN/NONE","1 to 4 YRS","PA","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",26,"NO","NO","YES",1,3,1,"NO","NO","No"
750,"NONE",15,"EXISTING CREDITS PAID BACK","USED CAR",3029,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",33,"NO","NO","YES",1,3,1,"NO","NO","No"
751,"0 USD",6,"EXISTING CREDITS PAID BACK","FURNITURE",428,"up to 100 K USD","above 7 YRS","NJ","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",49,"YES","NO","YES",1,3,1,"YES","NO","No"
752,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",976,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",23,"NO","NO","YES",1,2,1,"NO","NO","Yes"
753,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","RETRAINING",841,"100 to 500 K USD","4 to 7 YRS","NJ","NO","NO","NO","NO","NO","4","YES","NO",23,"NO","YES","NO",1,2,1,"NO","NO","No"
754,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",5771,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",25,"NO","NO","YES",2,3,1,"NO","NO","No"
755,"NONE",12,"DELAY IN PAST","OTHER",1555,"above 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",55,"NO","NO","NO",2,3,2,"NO","NO","Yes"
756,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1285,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","YES",32,"NO","YES","NO",1,3,1,"NO","NO","Yes"
757,"above 200 USD",6,"CRITICAL ACCOUNT","NEW CAR",1299,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","1 to 2 YRS","YES","NO",74,"NO","NO","YES",3,1,2,"NO","YES","No"
758,"above 200 USD",15,"CRITICAL ACCOUNT","ELECTRONICS",1271,"UNKNOWN/NONE","1 to 4 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",39,"NO","NO","NO",2,3,1,"YES","NO","Yes"
759,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1393,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","YES","2 to 3 YRS","YES","NO",31,"NO","NO","YES",1,3,1,"YES","NO","No"
